,g MJD,g MAG,g MAGERR,r MJD,r MAG,r MAGERR,i MJD,i MAG,i MAGERR,z MJD,z MAG,z MAGERR
0,59714.30352043,19.8186336999625,0.025605825843142,59714.29752017,18.9716052669703,0.0175191001639286,59767.13584897,19.2310633538999,0.02909203784234,59764.17319428,19.5683366450004,0.0641675745341322
1,59714.29980204,19.7999175514915,0.0266905783510395,59714.29380242,18.9621366433885,0.0202147601865126,59767.13215236,19.3125472433625,0.0332515638403229,59764.17693469,19.3456260918029,0.0408678314715416
2,59714.29607405,19.7299819144376,0.0243074467415591,59333.36203857,19.2073289189983,0.0380461214492496,59767.12846405,19.444830033864,0.0420069219486557,59767.13652487,19.1387030343776,0.0338032413535671
3,59714.29234875,19.746078991068,0.0298952780147028,59333.34994327,19.2071321520692,0.0342987402350293,59767.12103998,19.5562396742978,0.0389616574032738,59767.14024546,19.0657939167901,0.0280489926613697
4,59720.38261377,20.5300446418546,0.141513774877657,59331.33748594,18.9488916065148,0.0182701747302754,59714.29471417,18.7510381497784,0.0191601990593905,59767.13283023,19.3106314117363,0.0455541294097398
5,59720.37888582,20.5770592868592,0.106175170448576,59331.33008203,18.9555787359682,0.0184769551249955,59723.33947054,19.4239882567713,0.0319914629337203,59764.19201221,18.9749265990114,0.0256864042952124
6,59720.37519756,20.5605708032162,0.132936178384079,59331.34902007,19.055345777007,0.0218261624467766,59723.33577764,19.6012388726154,0.0433325326649939,59738.24081286,19.6559149516099,0.0460566098663619
7,59723.3297483,20.8175928519514,0.147204963568155,59333.35771837,19.1737166105659,0.0356331658792925,59723.32467555,19.984723916846,0.0477291172351963,59726.32793573,18.7150545115702,0.018672928960012
8,59331.3438651,19.8081831278673,0.0302338766337434,59333.36008128,19.3018826004032,0.0408170254751551,59723.32095099,20.181290404734,0.0601442383103198,59726.33167767,18.6464723659881,0.0178672932498935
9,59331.32863986,19.7505510925965,0.028656414050031,59333.35579187,19.1519113793662,0.034805239031684,59723.32839282,19.8370023507415,0.0727601309222524,59726.3242153,18.6855574009105,0.0185622849022011
