,g MJD,g MAG,g MAGERR,r MJD,r MAG,r MAGERR,i MJD,i MAG,i MAGERR,z MJD,z MAG,z MAGERR
0,59746.22928024,18.7179449000667,0.0183355726281987,59720.38774166,16.8692543592498,0.0225563729121348,59746.23907357,17.9297269716964,0.0247475900136986,59746.23230316,18.0141506387436,0.0247092522135071
1,59746.22555843,18.652689955149,0.0165164760429485,59720.38404649,16.8174884092095,0.0192734193926788,59746.2316287,18.0568629099003,0.0211905296573805,59714.39065651,17.7362452912012,0.0172881914687204
2,59746.22182385,18.6226275886938,0.0166209080325363,59720.38032564,16.8694993646691,0.0169858124206384,59714.39133285,17.5557226638823,0.0121670638513536,59714.38767809,17.8280779803039,0.0196087143921591
3,59720.38630177,17.0962258928833,0.0195760982644455,59720.37663293,16.8027277771296,0.0185634738220697,59714.38836081,17.6112768534999,0.0129161790040984,59714.38632637,17.8074949689127,0.0186153248807972
4,59720.38261377,17.1718064958268,0.00791648359577934,59720.37295301,16.9192563632847,0.0297263075537123,59714.38700125,17.6122982299888,0.0141191565805917,59714.3833578,17.8343867344908,0.0180268211820274
5,59720.37888582,17.1644202445394,0.00682624785455444,59361.24737602,17.157499728522,0.00656932740284812,59714.38564795,17.6336231198058,0.0128812726539092,59720.38934292,16.9643084959653,0.0506679051370402
6,59720.37519756,17.2079620230806,0.00876631345695044,59361.25106087,17.1808244290514,0.00640177238543074,59714.38495191,17.6540763965966,0.0130269220249908,59720.38564111,16.9451773493602,0.0749736540715419
7,59720.3714969,17.1928670305933,0.0183007500363381,59361.28964367,17.402576998984,0.00873577972668,59714.38121137,17.6471061940743,0.0122678317869007,59720.38192946,16.8880100278929,0.0348296678603851
8,59331.32863986,19.4001080760883,0.0259823320594313,59361.28592178,17.3506748393637,0.00845618008507494,59720.38496407,16.8769479487418,0.0313635503971579,59720.37821053,16.953670619721,0.0389863213667505
9,59331.33604215,18.7752781508754,0.0153174357306772,59361.28219742,17.3261711079534,0.00693536492764755,59720.38124281,16.9768573302892,0.0218587838103483,59720.37452253,16.9226525197183,0.066039361918205
10,59331.33233755,19.073025536115,0.0184088148381511,59361.336909,17.644476448325,0.00981733358408972,59720.3775355,16.9979358989857,0.0183257889702877,59333.35706098,17.6576867980689,0.0148563407521677
11,59331.34018693,18.4500638565162,0.0105560181836172,59361.34064391,17.648999087947,0.0102322617031645,59720.37385895,17.1914328239569,0.0455520000291277,59333.35510904,17.5938699319515,0.0143944933945407
12,59361.24594945,17.5638004907648,0.005859870078994,59361.34436559,17.636630173591,0.0113549978450607,59333.35640282,17.6484181127027,0.0116928834720348,59333.36135592,17.6363182962183,0.0143193171563098
13,59361.24963204,17.5811766346248,0.00617609280797179,59361.34851303,17.6793098803978,0.0130329544727748,59333.35831918,17.6529362134359,0.0121039518334131,59333.35898348,17.7511020058682,0.0161257237693167
14,59361.25335414,17.6099651037282,0.00596333964179709,59361.35221434,17.6818521438563,0.0155350414401112,59333.36069982,17.6454916004427,0.011807491071781,59333.36331885,17.6577391649144,0.0151733305967261
15,59361.25752308,17.6424440677945,0.00590123692171462,59361.35593222,17.7402511889813,0.0155084929689129,59333.35444666,17.680729149511,0.0124871890630427,59333.36525743,17.657506730615,0.0158790835899881
16,59361.26124084,17.6716506310214,0.00610184245431925,59364.2869137,17.4513628395749,0.0291777711274797,59333.36265545,17.6815210449066,0.012411519489714,59333.36719625,17.6286578278075,0.0151859075318865
17,59361.26498338,17.701816466733,0.00617158468900421,59364.29472164,17.5382806988561,0.0337078299215866,59333.36458897,17.7131064057811,0.0129861356171633,59333.36912034,17.7042326726382,0.0163711561269816
18,59361.26914827,17.7207624860268,0.00636362028762034,59364.29102651,17.4933445578722,0.0706222187552605,59333.36653041,17.6863536201126,0.0128696758845961,59337.43704718,17.2331357721181,0.0156255503079455
19,59361.27286509,17.7460724768768,0.00622827980069844,59364.30254102,17.3788938059744,0.0445857161518396,59333.3684577,17.7577201231055,0.0141624725646697,59361.2489484,17.2229279095503,0.0124101957369775
20,59361.27660876,17.7492409116609,0.00615069882912993,59364.29840988,17.4880421256302,0.0313765702105059,59361.24827172,17.2431162583742,0.0105422136963116,59361.25265992,17.1563059927926,0.0109315945745035
21,59361.2807495,17.7906765988709,0.00722372992271562,59364.30624673,17.5867778524206,0.0276423767202458,59361.25196793,17.2538922826028,0.010424956724377,59361.25638123,17.1790298332062,0.0111149980753805
22,59361.28447275,17.8155639750696,0.00941278980436808,,,,59361.25988547,17.2592613054233,0.0100290903461417,59361.26056766,17.2221753674727,0.0113202296009356
23,59361.28821337,17.8373952036088,0.007988247558969,,,,59361.26359282,17.290476878086,0.0100946150557555,59361.26801148,17.297202291908,0.0102391195305683
24,59361.33544473,18.1631550115895,0.0106406596045486,,,,59361.26733993,17.3289827426188,0.00895569118983639,59361.27963186,17.3222523903277,0.0126133659623592
25,59361.3391835,18.1968854951516,0.0106209793171796,,,,59361.27895357,17.3836598060965,0.0114585084507198,59361.28377315,17.3589589913486,0.0137154772859868
26,59361.34291862,18.2429936853088,0.0135753106239786,,,,59361.28310005,17.3206365104534,0.0107264090285755,59361.29123987,17.3548720340044,0.0139677241653264
27,59361.34705949,18.2117874330965,0.0132885572774256,,,,59361.28684333,17.3638001139166,0.0126621258997035,59361.33850102,17.6284882289823,0.0171321243981478
28,59361.35077548,18.2610041762216,0.0155641114020455,,,,59361.33782298,17.6263744457811,0.0142629490155559,59361.34594139,17.6250791962981,0.0195589299981615
29,59361.35448144,18.3009384548791,0.0202306324222713,,,,59361.34527078,17.6544235966715,0.0174819538793148,59361.34223621,17.6243993283438,0.019086049896703
