,g MJD,g MAG,g MAGERR,r MJD,r MAG,r MAGERR,i MJD,i MAG,i MAGERR,z MJD,z MAG,z MAGERR
0,59714.38190692,19.6589345642697,0.0240769351090437,59720.38404649,18.1330291590997,0.0564696598409242,59746.22792422,19.8794777652424,0.0879247108298963,59755.24081551,17.9604562591651,0.0364607840438435
1,59714.37882968,19.6133338899759,0.0261894017511839,59720.38032564,17.9583120276515,0.0404031333150149,59699.4192104,18.5866175010999,0.0662918745658979,59755.23708359,18.0283477890957,0.0326622328681706
2,59714.31241377,18.8525018257564,0.01289898477752,59720.37663293,18.0187055068857,0.052071108542191,59714.39133285,18.4426841457521,0.0239433539872948,59755.22964433,18.3935092431069,0.0373248942103276
3,59714.30724775,18.7999428067255,0.0127851285318893,59720.37295301,17.9550987481926,0.0711381473019937,59714.38836081,18.4133627950389,0.024127250764234,59755.22222144,19.5819755001115,0.160183389080867
4,59714.30352043,18.7548526714613,0.0116380521289298,59333.36398793,19.9012993013978,0.081792891939125,59714.38700125,18.4592351850495,0.0276847835253037,59755.22593502,18.7749861267001,0.0891390684045337
5,59714.29980204,18.735247760494,0.0120276296542134,59333.36785823,19.5200744129782,0.0638836463068706,59714.38564795,18.4549126510164,0.0240305569800982,59746.23230316,19.6926470638543,0.110566806974432
6,59714.29607405,18.7000277487104,0.0113752089325968,59720.38774166,17.9574103216856,0.0605069589121881,59714.38495191,18.4560105867812,0.0235368081838987,59746.22859754,19.6202547789813,0.0831309243274734
7,59714.29234875,18.6783826047287,0.0131867353277957,59361.25478564,18.1506299173458,0.0125568371006672,59714.38121137,18.4007017132851,0.0207911891398607,59746.22487411,19.4547137956211,0.0857914182213502
8,59720.38261377,18.4664420208466,0.0231324456494742,59361.25897516,18.1461443031373,0.0125233342014111,59720.38496407,17.8918867743149,0.085692083917849,59699.41987919,18.3394988572655,0.0707994830384482
9,59720.37888582,18.4665198702268,0.0196211230274321,59361.26268712,18.1769735340794,0.0121464218814954,59720.38124281,17.809281992528,0.0485516819031416,59699.4161779,18.2747573427536,0.0375296182574493
10,59720.37519756,18.4085808831359,0.0230682997085907,59361.26642517,18.2122955446912,0.0122383463231363,59720.3775355,17.725181107503,0.0282774177273947,59699.412443,18.2976047891826,0.0917112665900821
11,59720.3714969,18.3851218978726,0.0573224512970428,59361.27060602,18.2351016077329,0.0131939276325133,59720.37385895,17.7270758513361,0.0653740052268985,59699.4087166,18.1825777007911,0.0313989119943943
12,59331.33233755,19.1231080383546,0.0178157149533407,59361.27431763,18.2810797554106,0.0128534911430888,59333.36069982,20.2836027407817,0.111163541529334,59705.37504078,17.4435104448546,0.0156858683358459
13,59331.3438651,19.2511088359948,0.0210154234234845,59361.27804888,18.3555374058968,0.0155927310689378,59333.36265545,19.6822586938455,0.0641109202243525,59705.36391395,17.4558026389258,0.0181771618677301
14,59331.3475867,19.3155897297528,0.0255388796252219,59361.28592178,18.3390793694251,0.0185496798464926,59333.36458897,19.4418918125623,0.0531465593013217,59705.36018818,17.3718312053229,0.0144651947236632
15,59331.33604215,19.1500541558892,0.0198737558690272,59361.28219742,18.3344787514488,0.0149191203788514,59333.36653041,19.0854827731898,0.0402742402079039,59705.35646378,17.4109723962438,0.018823471812928
16,59331.32863986,19.0985032303158,0.0185475278662678,59361.34064391,18.9202867624681,0.0289795938158829,59333.3684577,18.7324030733908,0.0300308865601497,59708.33366227,18.4421084420044,0.0316267723633262
17,59331.34018693,19.1770227967578,0.0183211027137903,59361.34851303,19.0028286321462,0.0398910747037373,59337.4283384,18.1035205209367,0.0201150558142396,59708.32995346,18.4113424929246,0.0297760081060261
18,59720.38630177,18.5563987139208,0.0664071016060878,59361.35221434,18.9821496808791,0.0486073018448786,59343.41388813,17.548547641026,0.1269483891005,59711.36805347,20.273623208931,0.102604791440335
19,59361.24594945,18.4991303894451,0.0124715627545745,59361.35593222,19.1457150930895,0.0517697150118593,59343.41764622,17.4764073000232,0.048956168814074,59714.39065651,18.1923685207944,0.023932133858447
20,59361.24963204,18.5107111673912,0.0132165060086504,,,,59343.42180593,17.5109844849971,0.0854380105843687,59714.38905133,18.1199778376139,0.021755076951836
21,59361.25335414,18.5533094122349,0.0127383398680534,,,,59343.42555284,17.8756602134264,0.131530443382872,59714.38767809,18.1604074697703,0.0245596408337264
22,59361.25752308,18.5918808241173,0.0125447770996427,,,,59349.34837257,19.9626031990562,0.132092254296459,59714.38632637,18.1027409462606,0.0220632543352336
23,59361.26124084,18.621370535451,0.0130184413771163,,,,59361.24827172,17.7875754454697,0.0159320340463884,59714.3833578,18.1122133234001,0.0208798627716101
24,59361.26498338,18.6849463933942,0.0134797359872118,,,,59361.25196793,17.8012305170512,0.0153621867220684,59714.31548722,17.7559107001854,0.0147102481316482
25,59361.26914827,18.7527234298196,0.014595854468455,,,,59361.25569104,17.8364828093659,0.0156369085664929,59720.38564111,17.5594229038342,0.104178292681038
26,59361.27286509,18.7822703040109,0.0141546913249229,,,,59361.25988547,17.8200741040136,0.0148895307189658,59720.38192946,17.4862220779506,0.069275377104232
27,59361.27660876,18.7977060415204,0.014141904614648,,,,59361.26359282,17.8925838652551,0.0154798390479288,59720.37821053,17.5002006167548,0.0633654168992726
28,59361.2807495,18.8680623928371,0.0177517783135778,,,,59361.27151596,17.9323540863606,0.0125568558818846,59720.37452253,17.416725478458,0.0821253284945741
29,59361.28447275,18.881430397119,0.0236365929966629,,,,59361.27524024,17.9548639296717,0.012352904784132,59723.33276268,18.4801548194751,0.0532381660039868
30,59361.33544473,19.5034785879422,0.033701822650258,,,,59361.27895357,17.9249855252618,0.0170029086875838,59723.32906929,18.4653187218785,0.050424674470243
31,59361.3391835,19.5076755271335,0.0327689020360996,,,,59361.28310005,17.9547154580715,0.0171887864783094,59333.36331885,19.5023986195698,0.0715343761273103
32,59361.34291862,19.6788910782238,0.0475543459425784,,,,59361.28684333,17.9996283216597,0.0209241569745526,59333.36135592,19.8407007829005,0.0925927522256783
33,59361.35077548,19.8455400461814,0.0639499141426591,,,,59361.2905515,18.0539783262221,0.020418257105069,59333.36525743,18.9945003288787,0.0474547318204918
34,59361.35448144,19.7337703249559,0.074792064746813,,,,59361.33782298,18.3187820535931,0.0242920849437673,59333.36719625,18.8568832165433,0.0414521592142929
35,59473.98540197,19.0760558010756,0.0177125663246318,,,,59361.34156155,18.318892714751,0.0257636781586368,59333.36912034,18.6008262863086,0.0330407517835577
36,59473.99700464,19.2187207054625,0.0208893406017741,,,,59361.34527078,18.353408795836,0.0310891415950725,59337.42899673,17.8845550415044,0.0219029818205284
37,59474.00069563,19.2816908503494,0.0234609844359969,,,,59361.3494204,18.4684524015357,0.0361134527363811,59337.42967209,17.8385859178876,0.0210212039039742
38,59474.01229478,19.3892189382041,0.0215263419176514,,,,59361.35311347,18.471727514088,0.0457646159292189,59337.43100774,17.8510142544833,0.0201162518110776
39,59474.01608182,19.4863105575024,0.0262071906662626,,,,59361.3568593,18.4829466515943,0.0382973321881442,59337.43167218,17.8703808620316,0.0220537976070745
40,59474.02020215,19.5212621225392,0.0279490254824266,,,,59364.28040214,19.6986558945486,0.151515246147368,59337.43301631,17.8775270529576,0.0235420450112353
41,59301.30507931,18.5519858894551,0.0106660892965357,,,,59364.28411267,19.6919798890969,0.0951662495132971,59337.43234245,17.8538135724868,0.0230745344512277
42,59301.30886015,18.5899332956675,0.0106543532053013,,,,59474.02256059,18.4166719166053,0.0325654483620693,59337.43505009,17.9338657008948,0.0249617316973889
