,g MJD,g MAG,g MAGERR,r MJD,r MAG,r MAGERR,i MJD,i MAG,i MAGERR,z MJD,z MAG,z MAGERR
0,59746.22928024,18.9714605209712,0.0237875185862146,59746.23443919,18.2366721269927,0.0205695126301149,59746.2316287,18.8701266638178,0.0450028745695012,59746.23604577,19.0732100487495,0.0838072206878508
1,59746.22555843,18.97374926049,0.0235115436680909,59720.38774166,17.4434748306003,0.0255280644439241,59720.38864942,17.8562591809272,0.109957592448578,59746.22859754,18.928658456754,0.0496582568744274
2,59746.22182385,18.9205055253593,0.023004379961264,59720.38404649,17.4002310722636,0.0489743789044419,59720.38496407,17.7037452690986,0.0554355532538515,59746.22487411,18.8046130612815,0.0516570682618085
3,59720.38630177,17.941043075927,0.0662741286302624,59720.38032564,17.4100097337655,0.0206740851422456,59720.38124281,17.6551953158038,0.0388570319980153,59720.38934292,17.7413446955875,0.132110331012971
4,59720.38261377,17.9514985296007,0.0242238409138021,59720.37663293,17.3572070798912,0.0339269349778299,59720.3775355,17.5982291301073,0.0361588274380945,59720.38192946,17.5711057963195,0.0677567393870625
5,59720.37519756,17.9018011572551,0.0207450861629889,59720.37295301,17.3195788570893,0.0308782748171659,59720.37385895,17.7447101896618,0.0539458334748543,59720.37821053,17.5572911967018,0.0334348136286583
6,59720.3714969,17.8955115445354,0.0288848076975609,59361.25897516,17.3312281643433,0.00636741581268397,59333.35831918,18.3747841619776,0.0204258381777428,59720.37452253,17.4705242583356,0.0664489039289817
7,59361.24594945,17.8993169021571,0.007888422294198,59361.25478564,17.323626328632,0.00627910362954172,59333.35055003,18.750394702906,0.0245458720527314,59333.36135592,18.4035750268352,0.0274092717533485
8,59361.24963204,17.8767033522965,0.0081220990077558,59361.28592178,17.4910232678753,0.00933769752348721,59333.35444666,18.471362726458,0.0222324902056729,59333.35510904,19.0823045628676,0.0519690492845781
9,59361.25335414,17.8674600016626,0.00740906236732125,59361.28219742,17.4586175786719,0.00712870793299208,59333.35249747,18.624591496724,0.0214440344207657,59333.35706098,18.8382010724533,0.0402339433795196
10,59361.25752308,17.8747196084562,0.00720873903801173,59361.28964367,17.5226685670515,0.0088951128175265,59333.35640282,18.4226383218961,0.0203013223654399,59333.36331885,18.2258629007509,0.0245399341799271
11,59361.26124084,17.8873385091628,0.00727559397954268,59361.336909,17.8554093336808,0.0109638852052966,59333.36069982,18.2387052178088,0.017790809164507,59333.36525743,18.1740432321685,0.0244288809178469
12,59361.26498338,17.9192918985842,0.00732756418038729,59361.34064391,17.8537634386787,0.0113425728885271,59333.36265545,18.1205370631376,0.0160867192024536,59333.36719625,17.9989450915174,0.0201747516834589
13,59361.26914827,17.9458345092687,0.00763865836405378,59361.34436559,17.8760108397487,0.0130563948665084,59333.36458897,18.0749192708322,0.0156690394714242,59333.36912034,17.9497108411,0.0198914525743936
14,59361.27286509,17.9760020020931,0.00759882314739402,59361.34851303,17.9003407907816,0.015323998381799,59333.3684577,17.9049218331675,0.0147001512789737,59361.25265992,17.5653318315999,0.0152667314061683
15,59361.27660876,18.0091431492499,0.00762064503662155,59361.35221434,17.9334867402917,0.0194841642867843,59361.24827172,17.6633981327353,0.0141491511292944,59361.25638123,17.5400519796667,0.0148577464876767
16,59361.2807495,18.0524240862028,0.00907698167322537,59361.35593222,17.9733106139423,0.0186663592336387,59361.25196793,17.6455095740711,0.0134203961996392,59361.26056766,17.5485047812341,0.0146453754784821
17,59361.28447275,18.0901378158569,0.01204857913968,59364.30624673,19.2608474050838,0.123591753735202,59361.25569104,17.6248113116468,0.0131765546939782,59361.26428995,17.6014061236827,0.0150194881923473
18,59361.28821337,18.1212206088525,0.0102944008909377,,,,59361.25988547,17.6418184299707,0.0128586998898204,59361.26801148,17.6409669538523,0.0128986166959078
19,59361.33544473,18.5348585396961,0.0148862026364315,,,,59361.26359282,17.6298359105516,0.0122586300063969,59361.27963186,17.7222977584889,0.0177776082087291
20,59361.3391835,18.5465771827931,0.0146434768338868,,,,59361.26733993,17.6848435179916,0.0107032973308632,59361.28377315,17.7317363254759,0.0192278564821832
21,59361.34291862,18.5607671975147,0.018187757360209,,,,59361.27151596,17.7562002839564,0.0106821891993251,59361.28753214,17.7465111877147,0.0189776950448595
22,59361.34705949,18.6396401402879,0.0207797189232913,,,,59361.27524024,17.7296728492766,0.0101075348956185,59361.29123987,17.8616463814713,0.0218740784468871
23,59361.35077548,18.6743713820481,0.0241419449221762,,,,59361.27895357,17.7736557491772,0.0150040111223809,59361.33850102,18.28664999807,0.0302692645096568
24,59361.35448144,18.6711768901362,0.0303471587574833,,,,59361.28684333,17.8837926583399,0.0181573633208626,59361.34223621,18.4017583763139,0.039703916904939
25,59364.30480082,20.2782239834042,0.158222666819158,,,,59361.28310005,17.9270204960448,0.0170611410956985,59361.34594139,18.5066718089523,0.0425074212829025
26,,,,,,,59361.2905515,17.8928809992573,0.0177876961065289,59361.35009714,18.529469673362,0.0490315904859906
27,,,,,,,59361.33782298,18.2955785194127,0.0236934700086074,59361.35379593,18.4459081706886,0.0573160297779207
28,,,,,,,59361.34156155,18.3884721334326,0.0281850668701942,59361.35754433,18.7581177407129,0.0617875462876471
29,,,,,,,59361.34527078,18.3478082301923,0.031357260898409,,,
30,,,,,,,59361.3494204,18.4526323222789,0.037761677832847,,,
31,,,,,,,59361.35311347,18.4195137809461,0.0452475528041486,,,
32,,,,,,,59361.3568593,18.4431233014521,0.038212589451571,,,
33,,,,,,,59474.00303792,19.8268643112802,0.0781756953150642,,,
