,g BJD,g Flux,g dy,r BJD,r Flux,r dy,i BJD,i Flux,i dy,z BJD,z Flux,z dy
27,59388.256095291275,9478.102742839825,567.3983788842571,59741.280476456355,10668.620626488366,391.6516215018557,59746.89423956111,3330.069533134667,310.1577902013194,59530.50899116123,3551.097441632881,324.7549174424386
28,59388.256095291275,6853.15956963176,677.5298308121077,59747.33544264533,4578.677413445686,419.22853504623777,,,,59530.515086863765,4720.956242136165,344.75935246819654
29,59388.262299150076,6276.102439763599,619.2737431410951,59747.34164650413,5909.965195090674,410.94615174522886,,,,59530.52118256629,4493.639032573744,338.44150071783173
30,59388.31193002047,7085.619033186846,592.6958221713827,59747.34785036293,8558.344019051106,389.5879300579362,,,,59530.52118256629,4493.639032573744,338.44150071783173
31,59388.31813387927,8777.996666161538,733.1155542477267,59747.34785036293,4491.665140135556,418.75845167430293,,,,59530.52727826882,5816.440654270933,347.6322712156549
32,59388.31813387927,9983.936960145476,740.4612446995117,59747.35405422173,6062.92361238322,401.77583734461496,,,,59530.52727826882,6257.094925206205,322.50725145333905
33,59388.32433773807,10822.548871041066,772.9580730902134,,,,,,,59533.51417250838,4301.691597930937,360.7939959726125
34,59388.33054159687,12465.52507955751,960.0370738214806,,,,,,,59722.889362999085,3136.725849294001,409.6877857329775
35,59391.34561697376,14502.197302621611,360.38455136365405,,,,,,,59731.86833282536,3488.6061792254986,291.47712419637486
36,59391.34561697376,15289.8924079406,370.5424742428746,,,,,,,59731.86833282536,2004.0542429749748,257.6301780807523
37,59391.35182083256,10369.449916654037,397.3627988571908,,,,,,,59731.87442852789,1947.9938487347963,279.2813430107588
38,59741.261864879954,12678.587664797698,441.52198738589584,,,,,,,59731.88052423042,1847.1969802879903,266.56387279556805
39,59741.261864879954,11973.63236854069,450.14565399268696,,,,,,,59734.84303565986,2597.5115336222552,278.172038298131
40,59741.268068738755,10953.477799666618,418.6548068193645,,,,,,,59734.84913136239,2280.5815741646857,288.1353332531722
41,59741.34871890316,12875.587210183363,396.26450503416686,,,,,,,59734.94056690034,1706.1372850552216,302.6167725719626
42,59747.34164650413,5806.031216851035,353.2934079858883,,,,,,,59740.89606827187,2864.532364043058,411.7924917068693
43,,,,,,,,,,59740.9021639744,3362.6450440374656,438.91514678632467
44,,,,,,,,,,59740.9021639744,4265.76261708374,449.346959914442
45,,,,,,,,,,59749.844559585494,1664.3366419684053,221.2962374051314
46,,,,,,,,,,59749.856750990555,3326.716063190269,268.507405427056
47,,,,,,,,,,59781.73727522097,1874.7378722214453,296.57679806288223
48,,,,,,,,,,59781.7433709235,1565.9163987138254,258.2932172691115
49,,,,,,,,,,59781.7433709235,2763.1762896686696,260.10861393394356
50,,,,,,,,,,59781.74946662603,2729.903536977491,273.2396241066132
51,,,,,,,,,,59781.75556232856,2476.4434503005723,314.4889367782891
52,,,,,,,,,,59784.74245656812,6078.149028379699,442.34977019182134
