,x,y,flux,deltx,delty,dx,dy,dflux,qf,rchi2,fracflux,fluxlbs,dfluxlbs,fwhm,spread_model,dspread_model,fluxiso,xiso,yiso,sky,mjd,RA,DEC,STD Flux,STD dFlux
1111,16.839773471847366,77.87245083840392,5927.68505859375,-0.20015204608952525,0.14582275348785181,0.3900071382522583,0.3593537509441376,937.7898559570312,1.0,0.5317007303237915,1.0013872385025024,8134.826171875,964.2302856445312,4.008845329284668,0.0014569759368896484,0.004948921501636505,5894.16064453125,-0.3716259579276066,0.2519156688198007,148.33782958984375,59726.32863469,270.20387072679824,-28.716289063710388,9453.568359375,1495.6024169921875
1112,10.279752887188806,65.93941146936407,-8584.8486328125,0.3189238870427093,-0.4284627616170533,0.23881638050079346,0.21441157162189484,727.716796875,1.0,1.3408087491989136,0.9972211122512817,-4952.92138671875,787.8865966796875,4.008876800537109,0.023050010204315186,0.002956915879622102,-8277.8330078125,0.44408774917858207,-0.5712208964524396,330.48876953125,59726.33007993,270.20387072679824,-28.716289063710388,-8569.232421875,726.39306640625
1113,23.56536365260581,82.20419220939374,-2015.567626953125,-1.900430676014552,-9.887046348533985,1.4310822486877441,1.4220978021621704,1036.109619140625,0.9994975328445435,1.4030848741531372,1.0019760131835938,127.80620574951172,1089.385009765625,4.008964538574219,0.0077492594718933105,0.013309914618730545,133.50625610351562,26.17127765283047,125.24673482930272,276.9288635253906,59726.33100094,270.20387072679824,-28.716289063710388,-1141.70068359375,586.895263671875
1114,21.772296917277345,87.73690905274808,3220.19677734375,12.654283373082755,-0.4032529295593395,1.9689052104949951,1.9670710563659668,2113.590087890625,0.854955792427063,1.7066274881362915,0.9993679523468018,3181.0576171875,2188.62353515625,4.008918762207031,0.017635047435760498,0.019329987466335297,7312.25146484375,5.2131814576229925,0.2619189247284112,274.03326416015625,59726.33167767,270.20387072679824,-28.716289063710388,1406.161865234375,922.9404296875
1115,92.92631726754735,108.46157412730466,-3232.49072265625,0.5191440064984965,0.9059557909434339,0.4897756576538086,0.4301545321941376,522.4584350585938,1.0,0.5282741785049438,0.9991074204444885,-1746.42529296875,560.1643676757812,4.008930206298828,0.009212017059326172,0.004176798742264509,-3029.332763671875,0.4865033433275734,1.352390167524611,201.15367126464844,59738.2377697,270.20387072679824,-28.716289063710388,-5077.9609375,820.736572265625
1116,84.67274082706172,100.77454239996808,-6527.2578125,-1.6429858427126978,-0.8704599155882082,0.3361015319824219,0.35468414425849915,960.3424682617188,1.0,1.846684217453003,0.9907020926475525,-868.39404296875,1016.6280517578125,4.008942604064941,0.04783433675765991,0.008259186521172523,-4402.43017578125,-3.598550693936022,-1.9502944540685037,360.7196044921875,59738.2392183,270.20387072679824,-28.716289063710388,-6151.86181640625,905.1112060546875
1117,91.44364720662452,99.12543900290237,7119.23095703125,-0.06557138440211945,-2.604797842960711,0.49034056067466736,0.5381196141242981,1573.1671142578125,1.0000001192092896,0.8640405535697937,1.0012940168380737,13464.333984375,1618.3828125,4.008939743041992,-0.013841390609741211,0.007590023335069418,9471.728515625,-0.14283079270650217,-1.772931575772885,310.802978515625,59738.24012567,270.20387072679824,-28.716289063710388,3805.4619140625,840.9093017578125
1118,101.84995458291633,90.93100325946787,-33880.390625,0.006687262197551185,0.408081187472309,0.385666161775589,0.19832468032836914,6040.25537109375,0.5581841468811035,0.2457122802734375,0.9962435364723206,-13140.7744140625,6243.44775390625,4.008829116821289,0.03843569755554199,0.009548956528306007,-19457.6640625,0.7864364780747946,0.6912211447850923,347.14874267578125,59738.24081286,270.20387072679824,-28.716289063710388,-13775.3408203125,2455.891845703125
1119,112.21369288657115,81.87456244890677,41839.4296875,-1.2316531955088668,-1.7395987152907235,0.1281353235244751,0.14075033366680145,2778.212646484375,0.9923070669174194,4.180884838104248,0.9942633509635925,35911.03515625,2832.320556640625,4.008863925933838,0.012451231479644775,0.0025691944174468517,65498.3515625,-0.623811739536861,-0.6326835634818576,188.2853240966797,59738.24150821,270.20387072679824,-28.716289063710388,65434.26953125,4344.9521484375
1120,106.46780408034829,92.92790849238838,-11440.302734375,-0.15663633029654436,0.8089352042754917,0.15070433914661407,0.1506807506084442,642.3289794921875,1.0,2.765627145767212,0.9986728429794312,-3229.3916015625,692.961669921875,4.008930206298828,0.022006690502166748,0.001894178451038897,-10487.6494140625,-0.2453742325073028,1.1827948108233335,369.7954406738281,59738.24295096,270.20387072679824,-28.716289063710388,-10528.646484375,591.1430053710938
1121,122.58304580616095,80.0218317192627,13824.08203125,-3.153180179904805,0.1272749966994269,0.3022714853286743,0.3782552182674408,1828.807861328125,0.9983368515968323,2.3184092044830322,1.0161901712417603,12106.8623046875,1920.018798828125,4.008916854858398,0.018607914447784424,0.004522404633462429,20634.333984375,-1.4330384951734438,0.35714836060460897,312.14727783203125,59738.24387993,270.20387072679824,-28.716289063710388,7062.9892578125,934.373046875
1122,127.499,92.19098013485163,-4210.88720703125,4.807625506455077,-1.1265089241154407,2.037616729736328,1.7263777256011963,2829.633544921875,0.5002385377883911,0.7726237773895264,0.07100412994623184,-568.3172607421875,2917.69775390625,4.008964538574219,-0.04755091667175293,0.0356837622821331,-19160.443359375,2.9846865699362097,-0.1591309615442052,368.66229248046875,59738.24456296,270.20387072679824,-28.716289063710388,-1725.4720458984375,1159.4833984375
1123,122.40252798874099,82.20786861790437,15617.0478515625,-1.1123652147792917,-0.4635303128859116,0.18270505964756012,0.19662131369113922,1403.760986328125,0.9988327622413635,0.7760461568832397,1.0026240348815918,13148.3046875,1482.30908203125,4.008958339691162,0.005530238151550293,0.003212260315194726,18257.603515625,-0.7911049580905558,-0.33704079090336186,190.48109436035156,59738.24592466,270.20387072679824,-28.716289063710388,24970.365234375,2244.49755859375
1124,115.21772148357559,86.02542833478603,-3447.9375,5.153789994630091,-2.340788595355649,0.7616167068481445,0.7747501730918884,958.2874145507812,1.0,1.568814992904663,0.9238304495811462,-836.0921630859375,1026.8763427734375,4.008848667144775,0.013859868049621582,0.007959548383951187,-66.70348358154297,283.9734968447181,-143.63132847815024,349.9032897949219,59738.24736776,270.20387072679824,-28.716289063710388,-3246.88525390625,902.4088745117188
